	logFC	logCPM	PValue
casy-1	0	4.7	1
catp-6	0	8.35	1
cav-1	0	6.56	1
cbd-1	0	10.8	1
cblc-1	0	7.7	1
cbp-1	0	6.05	1
CC8.2	0	5.75	1
ccch-3	0	6.73	1
ccch-5	0	2.83	1
ccdc-47	0	8.32	1
ccdc-55	0	6.77	1
ccf-1	0	8.18	1
cchl-1	0	8.61	1
cco-1	0	5.99	1
cco-2	0	7.3	1
ccpp-1	0	8.43	1
ccr-4	0	6.42	1
cct-1	0	9.07	1
cct-2	0	9	1
cct-3	0	4.54	1
cct-4	0	8.9	1
cct-5	0	9.13	1
cct-6	0	8.86	1
cct-7	0	8.4	1
cct-8	0	4.8	1
ccz-1	0	8.12	1
CD4.3	0	5.54	1
CD4.7	0	7.33	1
CD4.8	0	5.1	1
cdc-14	0	9.22	1
cdc-25.1	0	9.09	1
cdc-25.2	0	6.18	1
cdc-25.3	0	6.96	1
cdc-26	0	4.12	1
cdc-37	0	7.87	1
cdc-42	0	7.76	1
cdc-48.1	0	10	1
cdc-48.2	0	9.02	1
cdc-48.3	0	6.97	1
cdc-6	0	8.24	1
cdd-2	0	6.57	1
cdf-1	0	5.97	1
cdh-3	0	4.38	1
cdh-4	0	8.32	1
cdh-5	0	4.29	1
cdk-1	0	9.04	1
cdk-4	0	6.59	1
cdk-5	0	8.03	1
cdk-7	0	7.73	1
cdk-8	0	8.99	1
cdk-9	0	6.61	1
cdl-1	0	9.24	1
cdr-4	0	3.58	1
cdr-6	0	2.83	1
cdr-7	0	4.1	1
cdt-1	0	5.82	1
cdt-2	0	6	1
cdtl-7	0	6.82	1
cec-1	0	4.26	1
ced-1	0	4.83	1
ced-12	0	7.05	1
ced-2	0	7.09	1
ced-3	0	6.53	1
ced-4	0	7.94	1
ced-5	0	7.57	1
ced-6	0	7.34	1
ced-7	0	7.98	1
ced-8	0	4.54	1
ced-9	0	6.64	1
cee-1	0	7.7	1
ceh-100	0	6.99	1
ceh-21	0	7.23	1
ceh-38	0	9.4	1
ceh-39	0	6.9	1
ceh-40	0	4.91	1
ceh-41	0	7.32	1
ceh-44	0	7.84	1
ceh-49	0	6.09	1
ceh-91	0	6.18	1
cel-1	0	7.59	1
cep-1	0	8.09	1
ces-2	0	2.64	1
cey-1	0	7.99	1
cey-2	0	10.1	1
cey-3	0	9.93	1
cey-4	0	8.88	1
cfim-1	0	6.75	1
cfim-2	0	7.64	1
cgef-1	0	6.29	1
cgef-2	0	3.51	1
cgh-1	0	10.1	1
cgp-1	0	7.62	1
cgt-3	0	8.91	1
chc-1	0	9.14	1
chch-3	0	5.77	1
chd-3	0	6.49	1
che-14	0	5.68	1
chin-1	0	5.43	1
chk-1	0	7.5	1
chn-1	0	8.32	1
chp-1	0	7.13	1
chs-1	0	7.72	1
chtl-1	0	7.84	1
cic-1	0	7.23	1
cid-1	0	8.89	1
cids-1	0	7.47	1
cids-2	0	8.91	1
cif-1	0	7.91	1
cir-1	0	8.17	1
cit-1.1	0	7.3	1
cit-1.2	0	4.68	1
cka-1	0	7.13	1
ckb-2	0	6.17	1
ckb-4	0	5.31	1
cki-2	0	8.01	1
cks-1	0	8.38	1
cku-70	0	6	1
cku-80	0	7.05	1
clec-266	0	4.71	1
clec-87	0	10.1	1
clec-88	0	10.1	1
clec-91	0	9.26	1
clh-3	0	7.42	1
clh-5	0	8.27	1
clh-6	0	4.92	1
clic-1	0	7.71	1
clk-1	0	4.1	1
clk-2	0	7.54	1
cln-3.2	0	4.98	1
clp-1	0	7.74	1
clp-2	0	7.36	1
clp-7	0	7.28	1
clpf-1	0	5.65	1
clpp-1	0	5.64	1
clr-1	0	8.42	1
cls-1	0	5.55	1
cls-2	0	5	1
cls-3	0	5.8	1
clu-1	0	8.26	1
cmd-1	0	7.82	1
cnb-1	0	4.91	1
cnp-3	0	6.74	1
cnt-1	0	5.13	1
cnt-2	0	5.75	1
cnx-1	0	9.12	1
coel-1	0	4.68	1
cogc-2	0	7.94	1
cogc-3	0	7	1
cogc-4	0	5.63	1
cogc-5	0	7.99	1
cogc-6	0	7.91	1
cogc-8	0	6.94	1
coh-1	0	4.36	1
coh-3	0	6.81	1
coh-4	0	6	1
com-1	0	7.3	1
coq-1	0	6.67	1
coq-2	0	4.52	1
coq-4	0	3.6	1
coq-5	0	7.01	1
coq-6	0	6.08	1
coq-8	0	7.78	1
cpar-1	0	4.67	1
cpb-1	0	7.12	1
cpb-3	0	9.62	1
cpf-1	0	8.26	1
cpg-1	0	10.6	1
cpg-2	0	9.81	1
cpg-3	0	6.92	1
cpg-4	0	9.12	1
cpg-8	0	6.88	1
cpi-2	0	7.6	1
cpn-1	0	8.13	1
cpna-1	0	6.23	1
cpna-3	0	8.52	1
cpsf-1	0	7.65	1
cpsf-2	0	7.45	1
cpsf-3	0	8	1
cpsf-4	0	8.06	1
cpt-1	0	8.52	1
cpt-2	0	7.49	1
cpt-6	0	5.59	1
cra-1	0	8.59	1
crh-1	0	3.8	1
cri-3	0	7.11	1
crls-1	0	6.31	1
crml-1	0	8.41	1
crn-1	0	7.63	1
crn-2	0	4.61	1
crn-3	0	8.25	1
crn-4	0	7.48	1
crn-5	0	3.25	1
crn-7	0	3.54	1
crp-1	0	2.94	1
crt-1	0	9.52	1
csb-1	0	7.46	1
csc-1	0	6.89	1
csk-1	0	6.22	1
csn-1	0	8.13	1
csn-2	0	8.09	1
csn-3	0	7.72	1
csn-4	0	6.37	1
csn-5	0	8.23	1
csn-6	0	6.4	1
csnk-1	0	7.79	1
csr-1	0	6.32	1
cst-1	0	5.29	1
ctb-1	0	9.9	1
cTel55X.1	0	3.98	1
ctg-1	0	5.74	1
ctns-1	0	7.88	1
cts-1	0	9.06	1
cua-1	0	7.39	1
cuc-1	0	4.5	1
cul-1	0	7.8	1
cul-2	0	7.27	1
cul-3	0	5.96	1
cul-4	0	7.58	1
cul-5	0	6.95	1
cup-2	0	7.88	1
cup-5	0	8.15	1
cutc-1	0	8.03	1
cux-7	0	7.68	1
cwn-2	0	3	1
cya-1	0	6.22	1
cyb-1	0	9.6	1
cyb-2.1	0	7.63	1
cyb-2.2	0	8.95	1
cyb-3	0	10.1	1
cyc-1	0	6.27	1
cyc-2.1	0	7.52	1
cyd-1	0	4.78	1
cye-1	0	5.75	1
cyk-1	0	6.29	1
cyk-3	0	4.52	1
cyk-4	0	7.92	1
cyl-1	0	6.44	1
cyld-1	0	8.33	1
cyn-1	0	6.22	1
cyn-10	0	4.68	1
cyn-11	0	4.54	1
cyn-12	0	6.38	1
cyn-13	0	5.31	1
cyn-15	0	7.36	1
cyn-3	0	7.29	1
cyn-4	0	6.76	1
cyn-5	0	7.52	1
cyn-6	0	3.12	1
cyn-7	0	8.97	1
cyn-8	0	7.34	1
cyn-9	0	7.23	1
cyp-13B2	0	3.93	1
cyp-31A2	0	6.4	1
cyp-31A3	0	7	1
cyp-31A5	0	5.67	1
cyp-44A1	0	6.9	1
cyy-1	0	7.11	1
czw-1	0	8.87	1
D1005.1	0	8.19	1
D1007.10	0	3.91	1
D1007.15	0	3.99	1
D1007.19	0	4.75	1
D1007.4	0	5.29	1
D1007.5	0	8.1	1
D1007.8	0	5.72	1
D1014.2	0	6.45	1
D1014.4	0	6.92	1
D1022.4	0	5.35	1
D1025.1	0	4.89	1
D1037.1	0	6.65	1
D1043.1	0	7.84	1
D1044.6	0	8.79	1
D1046.2	0	8.1	1
D1046.3	0	7.68	1
D1046.5	0	2.76	1
D1054.1	0	4.7	1
D1054.14	0	7.74	1
D1054.3	0	6.89	1
D1069.3	0	4.77	1
D1069.4	0	3.47	1
D1081.6	0	6.98	1
D1081.7	0	9.63	1
D1081.8	0	7.64	1
D1081.9	0	4.12	1
D2005.3	0	6.52	1
D2005.4	0	7.65	1
D2005.7	0	6.8	1
D2007.1	0	5.02	1
D2007.4	0	6.76	1
D2013.3	0	7.25	1
D2013.6	0	5.47	1
D2023.5	0	6.54	1
D2023.6	0	8.97	1
D2024.5	0	7.17	1
D2030.1	0	7.89	1
D2030.11	0	5.44	1
D2030.2	0	7.72	1
D2030.3	0	8.37	1
D2030.4	0	5.42	1
D2030.7	0	9	1
D2030.8	0	7.91	1
D2045.2	0	5.87	1
D2045.7	0	4.4	1
D2063.3	0	7.4	1
D2085.3	0	7.58	1
D2085.4	0	7.5	1
D2085.5	0	7.75	1
D2085.6	0	8.09	1
D2092.4	0	4.98	1
D2092.5	0	6.38	1
D2096.12	0	6.58	1
D2096.7	0	6.39	1
D2096.8	0	9	1
dab-1	0	9.71	1
dad-1	0	7.97	1
daf-1	0	7.15	1
daf-14	0	3.94	1
daf-15	0	9.44	1
daf-16	0	8.46	1
daf-18	0	9.74	1
daf-19	0	7.08	1
daf-2	0	5.27	1
daf-21	0	9.99	1
daf-25	0	5.95	1
daf-3	0	6.91	1
daf-4	0	6.83	1
daf-5	0	5.2	1
dao-3	0	5.42	1
dao-5	0	8.45	1
dap-3	0	4.96	1
dars-1	0	8.77	1
dars-2	0	6.94	1
daz-1	0	9.54	1
dbr-1	0	6.87	1
DC2.3	0	6.56	1
DC2.8	0	5.69	1
dcaf-1	0	8.65	1
dcap-1	0	7.74	1
dcap-2	0	7.18	1
dcn-1	0	8.15	1
dcp-66	0	3.74	1
dcr-1	0	6.85	1
dcs-1	0	6.54	1
dct-1	0	6.74	1
dct-6	0	3.75	1
ddb-1	0	8.7	1
ddl-1	0	5.81	1
ddl-3	0	6.7	1
ddx-19	0	7.09	1
ddx-23	0	7.82	1
dep-1	0	3.25	1
deps-1	0	8.56	1
dgk-4	0	3.91	1
dgn-1	0	6.08	1
DH11.2	0	3.21	1
dhc-1	0	7.68	1
dhfr-1	0	7.1	1
dhhc-1	0	5.79	1
dhod-1	0	7.13	1
dhs-1	0	7.23	1
dhs-11	0	4.98	1
dhs-12	0	5.64	1
dhs-13	0	5.07	1
dhs-19	0	5.21	1
dhs-22	0	8.33	1
dhs-25	0	4.2	1
dhs-27	0	5.94	1
dhs-30	0	4.63	1
dhs-6	0	6.63	1
dhs-8	0	3.72	1
dhs-9	0	5.08	1
dic-1	0	6.86	1
die-1	0	5.22	1
dif-1	0	6.44	1
dim-1	0	4.48	1
din-1	0	5.21	1
dis-3	0	7.17	1
div-1	0	7.22	1
djr-1.1	0	7.08	1
dkf-1	0	6.92	1
dkf-2	0	5.53	1
dlc-1	0	8.2	1
dlg-1	0	6.19	1
dli-1	0	7.7	1
dmd-6	0	6.08	1
dmd-7	0	7	1
dna-2	0	5.65	1
dnc-1	0	7.58	1
dnc-2	0	7.52	1
dnc-3	0	6.17	1
dnc-4	0	5.03	1
dnc-5	0	4.13	1
dnc-6	0	6.32	1
dnj-1	0	8.22	1
dnj-10	0	7.36	1
dnj-11	0	9.04	1
dnj-12	0	9.17	1
dnj-13	0	7.72	1
dnj-14	0	6.4	1
dnj-15	0	5.88	1
dnj-16	0	7.73	1
dnj-17	0	6.04	1
dnj-18	0	4.49	1
dnj-19	0	6.7	1
dnj-2	0	6.46	1
dnj-20	0	2.83	1
dnj-22	0	7.11	1
dnj-23	0	7.77	1
dnj-25	0	6.42	1
dnj-26	0	5.8	1
dnj-27	0	7.14	1
dnj-28	0	6.4	1
dnj-29	0	8.09	1
dnj-30	0	6.78	1
dnj-4	0	7.05	1
dnj-5	0	9.91	1
dnj-7	0	6.95	1
dnj-8	0	9	1
dnj-9	0	7.99	1
dod-18	0	5.48	1
dog-1	0	7.53	1
dom-3	0	5.14	1
dpf-3	0	8.97	1
dpf-4	0	7.35	1
dpf-5	0	7.39	1
dpf-7	0	6.95	1
dph-1	0	6.27	1
dph-2	0	5.83	1
dpl-1	0	8.27	1
dpm-1	0	4.96	1
dpm-3	0	3.9	1
dpy-10	0	5.21	1
dpy-11	0	6.84	1
dpy-14	0	2.63	1
dpy-17	0	3.88	1
dpy-18	0	4.5	1
dpy-19	0	4.56	1
dpy-21	0	7.9	1
dpy-22	0	6.75	1
dpy-23	0	6.52	1
dpy-26	0	7.8	1
dpy-27	0	6.28	1
dpy-28	0	6.58	1
dpy-30	0	7.3	1
dpy-9	0	3.33	1
dpyd-1	0	3.66	1
dre-1	0	8.04	1
drh-1	0	6.7	1
drh-3	0	7.82	1
drp-1	0	8.15	1
drr-2	0	7.7	1
drsh-1	0	7.79	1
dsh-1	0	7.73	1
dsh-2	0	8.81	1
dsl-2	0	4.93	1
dss-1	0	7.05	1
duo-1	0	4.86	1
duo-3	0	7.19	1
dut-1	0	9.4	1
DY3.8	0	7.57	1
dyb-1	0	4.31	1
dyci-1	0	7.92	1
dylt-1	0	6.53	1
dyn-1	0	6.47	1
dyrb-1	0	4.98	1
dys-1	0	3.11	1
E_BE45912.2	0	3.72	1
E01A2.1	0	5.41	1
E01A2.2	0	8.42	1
E01A2.5	0	6.01	1
E01A2.6	0	8.7	1
E01B7.1	0	5.66	1
E01B7.2	0	4.66	1
E01G4.3	0	6.38	1
E02D9.1	0	7.11	1
E02H1.1	0	5.9	1
E02H1.2	0	7.88	1
E02H1.5	0	6.97	1
E02H1.6	0	5.47	1
E02H1.8	0	4.05	1
E02H4.6	0	5.11	1
E02H9.3	0	5.83	1
E02H9.5	0	3.78	1
E04A4.5	0	7.22	1
E04D5.1	0	9.31	1
eaf-1	0	7.93	1
eak-7	0	7.46	1
ears-1	0	5.77	1
ears-2	0	3.43	1
eat-16	0	3.23	1
eat-20	0	6.82	1
eat-3	0	7.53	1
eat-6	0	9.83	1
ebp-2	0	6.7	1
ech-2	0	6.8	1
ech-3	0	6.97	1
ech-4	0	6.22	1
ech-6	0	6.26	1
ect-2	0	8.03	1
edc-3	0	9.17	1
eea-1	0	6.98	1
EEED8.10	0	7.25	1
EEED8.14	0	8.6	1
EEED8.15	0	6.71	1
EEED8.16	0	8.26	1
EEED8.2	0	6.16	1
EEED8.3	0	9.04	1
eef-1A.1	0	10.9	1
eef-1A.2	0	6.85	1
eef-1B.1	0	10.1	1
eef-1B.2	0	8.09	1
eef-1G	0	10.8	1
eef-2	0	9.53	1
eel-1	0	8.96	1
efa-6	0	7.35	1
efk-1	0	7.61	1
efl-1	0	7.03	1
efn-2	0	3.47	1
efn-4	0	4.05	1
eftu-2	0	8.52	1
egal-1	0	5.58	1
EGAP2.1	0	4.8	1
egg-1	0	7.59	1
egg-2	0	6.97	1
egg-3	0	8.65	1
egg-4	0	6.55	1
egg-5	0	7.03	1
egl-18	0	6.48	1
egl-26	0	7.02	1
egl-27	0	6.72	1
egl-30	0	6.09	1
egl-4	0	7.75	1
egl-44	0	3.05	1
egl-45	0	8.83	1
egl-6	0	5.3	1
egl-8	0	4.5	1
egl-9	0	6.8	1
ego-1	0	8.76	1
ego-2	0	4.43	1
egrh-1	0	6.05	1
egrh-2	0	3.43	1
ehbp-1	0	7.63	1
ehs-1	0	8.26	1
eif-1	0	6.92	1
eif-1.A	0	7.98	1
eif-3.B	0	7.27	1
eif-3.C	0	8.92	1
eif-3.D	0	6.52	1
eif-3.E	0	5.25	1
eif-3.F	0	7.45	1
eif-3.G	0	4.99	1
eif-3.H	0	5.69	1
eif-3.I	0	3.62	1
eif-3.J	0	6.26	1
eif-3.K	0	7.08	1
eif-6	0	7.36	1
ekl-1	0	6.81	1
ekl-4	0	7.35	1
ekl-5	0	8.21	1
ekl-6	0	8.2	1
elb-1	0	4.68	1
elks-1	0	7.16	1
ell-1	0	6.98	1
elo-1	0	8.09	1
elo-2	0	6.19	1
elo-6	0	3.94	1
elpc-1	0	8.08	1
elpc-2	0	6.51	1
elpc-3	0	7.95	1
elpc-4	0	7.05	1
elt-1	0	5.71	1
elt-6	0	3.54	1
elt-7	0	4.29	1
emb-27	0	7.85	1
emb-30	0	7.97	1
emb-4	0	6.64	1
emb-5	0	8.15	1
emb-8	0	8.36	1
emo-1	0	6.13	1
emr-1	0	6.64	1
eng-1	0	4.45	1
enol-1	0	10.2	1
ent-1	0	8.54	1
ent-2	0	7.27	1
eor-1	0	6.5	1
eor-2	0	7.11	1
epc-1	0	6.38	1
epg-4	0	8.49	1
epn-1	0	8.2	1
ercc-1	0	6.75	1
erd-2	0	4.9	1
ergo-1	0	8.93	1
eri-1	0	6.87	1
eri-3	0	6.73	1
eri-5	0	5.86	1
eri-7	0	7.2	1
eri-9	0	7.14	1
erl-1	0	7.48	1
erm-1	0	6.69	1
ero-1	0	7.98	1
erp-1	0	5.97	1
erv-46	0	5.31	1
ess-2	0	6.84	1
esyt-2	0	5.68	1
etr-1	0	7.24	1
evl-14	0	7.44	1
evl-20	0	3.9	1
exc-4	0	3.38	1
exc-5	0	4.05	1
exc-9	0	4.35	1
exl-1	0	5.43	1
exo-1	0	7.73	1
exo-3	0	6.81	1
exoc-7	0	5.84	1
exoc-8	0	8.16	1
exos-1	0	5.07	1
exos-2	0	7.39	1
exos-3	0	6.97	1
exos-4.1	0	6.76	1
exos-4.2	0	4.22	1
exos-7	0	3.81	1
exos-8	0	7.91	1
exos-9	0	6.76	1
eya-1	0	4.23	1
F01D4.5	0	6.84	1
F01F1.1	0	5.34	1
F01F1.11	0	9.3	1
F01F1.15	0	4.91	1
F01F1.2	0	7.05	1
F01F1.3	0	2.63	1
F01F1.9	0	5.65	1
F01G4.3	0	7.49	1
F01G4.4	0	7.18	1
F01G4.6	0	9.43	1
F02A9.4	0	8.67	1
F02D10.6	0	3.62	1
F02E11.3	0	3.99	1
F02E8.4	0	9.41	1
F02E9.1	0	5.47	1
F02E9.10	0	8.57	1
F02E9.3	0	4.27	1
F02E9.5	0	7.26	1
F02E9.7	0	7.65	1
F02E9.9	0	6.08	1
F02H6.2	0	7.93	1
F02H6.3	0	7.13	1
F02H6.4	0	7.21	1
F07A11.2	0	6.95	1
F07A5.2	0	3.58	1
F07C6.4	0	6.38	1
F07E5.5	0	3.91	1
F07F6.4	0	7.29	1
F07F6.8	0	7.18	1
F07H5.10	0	7.32	1
F07H5.5	0	6.78	1
F08A8.8	0	2.83	1
F08B12.1	0	2.64	1
F08B4.7	0	7.18	1
F08B6.3	0	5	1
F08C6.2	0	6.06	1
F08D12.1	0	6.14	1
F08F3.6	0	9.06	1
F08F8.10	0	7.6	1
F08F8.2	0	8.03	1
F08F8.4	0	7.95	1
F08F8.7	0	6.28	1
F08F8.9	0	7.91	1
F08G12.2	0	8.27	1
F08G12.3	0	6.23	1
F08G12.5	0	3.43	1
F08G2.4	0	3.09	1
F08G5.1	0	7.75	1
F09A5.4	0	7.06	1
F09C8.2	0	5.2	1
F09D1.1	0	7.47	1
F09E5.11	0	6.6	1
F09E5.2	0	6.92	1
F09E5.3	0	5.96	1
F09E5.7	0	7.31	1
F09E5.8	0	4.86	1
F09E8.2	0	7.43	1
F09F7.3	0	8.96	1
F09F7.4	0	5.08	1
F09G2.2	0	7.78	1
F09G2.3	0	2.96	1
F09G2.8	0	7	1
F09G2.9	0	8.39	1
F09G8.3	0	4.95	1
F10B5.2	0	5.55	1
F10B5.8	0	8.3	1
F10C2.4	0	7.97	1
F10C2.5	0	5.86	1
F10C5.2	0	6.88	1
F10D11.2	0	8.94	1
F10D7.3	0	2.7	1
F10D7.5	0	5.22	1
F10E7.2	0	5.04	1
F10E7.5	0	7.95	1
F10E7.6	0	6	1
F10E9.11	0	5.01	1
F10E9.3	0	8.05	1
F10E9.4	0	7.36	1
F10E9.5	0	7.79	1
F10E9.7	0	5.51	1
F10G7.10	0	6.29	1
F10G7.5	0	6.1	1
F10G7.9	0	7.27	1
F10G8.6	0	7.19	1
F10G8.9	0	5.17	1
F11A10.5	0	8.64	1
F11A10.6	0	6.49	1
F11A10.7	0	5.82	1
F11A3.2	0	6.33	1
F11A5.9	0	2.74	1
F11C1.5	0	5.76	1
F11C1.7	0	4.73	1
F11D5.1	0	4.73	1
F11E6.7	0	9.24	1
F11G11.5	0	7.34	1
F12A10.8	0	7.27	1
F12E12.1	0	5.83	1
F12F6.1	0	8.36	1
F12F6.7	0	8.44	1
F13A7.14	0	5.63	1
F13B12.1	0	8.69	1
F13B12.6	0	6.85	1
F13B9.1	0	6.09	1
F13C5.1	0	3.47	1
F13C5.2	0	5.05	1
F13D12.5	0	7.31	1
F13E6.1	0	4.61	1
F13E6.3	0	5.02	1
F13E6.5	0	4.24	1
F13E9.1	0	8.47	1
F13E9.11	0	4.26	1
F13G3.10	0	5.56	1
F13G3.11	0	3.04	1
F13G3.6	0	4.48	1
F13G3.7	0	7.28	1
F13H10.3	0	8.04	1
F13H10.4	0	8.35	1
F13H10.8	0	4.5	1
F13H6.3	0	3.01	1
F13H8.2	0	8.09	1
F14B4.1	0	3.04	1
F14B4.2	0	9.93	1
F14B4.3	0	9.1	1
F14B6.3	0	3.38	1
F14B8.2	0	4.32	1
F14D12.1	0	2.7	1
F14D2.11	0	4.02	1
F14D2.15	0	5.81	1
F14D7.2	0	7.57	1
F14E5.2	0	9.3	1
F14F11.1	0	6.62	1
F14H3.3	0	5	1
F14H3.4	0	7.18	1
F14H3.5	0	7.19	1
F14H3.6	0	8.31	1
F15A4.10	0	3.61	1
F15A4.2	0	2.74	1
F15B10.1	0	7.94	1
F15B9.10	0	6.6	1
F15C11.2	0	7.89	1
F15D3.4	0	3.05	1
F15D3.6	0	4.33	1
F15D3.7	0	6.53	1
F15D4.2	0	5.7	1
F16A11.1	0	8.12	1
F16A11.2	0	8.02	1
F16B12.4	0	3.03	1
F16B12.6	0	6.95	1
F16D3.4	0	7.94	1
F16H11.1	0	3.51	1
F16H11.3	0	6.61	1
F17A2.13	0	6.74	1
F17A9.2	0	8.14	1
F17C11.10	0	8.82	1
F17C11.7	0	8.07	1
F17C8.9	0	4.27	1
F17H10.1	0	7.65	1
F17H10.3	0	5.29	1
F18A1.6	0	8.51	1
F18A1.7	0	9.5	1
F18A1.8	0	7.15	1
F18A11.3	0	3.56	1
F18C12.3	0	7.21	1
F18C5.10	0	6.18	1
F18H3.1	0	4.87	1
F18H3.4	0	5.97	1
F19B10.1	0	5	1
F19B10.10	0	7.27	1
F19B10.2	0	7.05	1
F19B6.1	0	8.31	1
F19C6.2	0	3.07	1
F19C7.3	0	2.63	1
F19F10.10	0	7.65	1
F19F10.11	0	7.88	1
F19F10.12	0	6.73	1
F19F10.9	0	8.55	1
F19H6.4	0	6.78	1
F20A1.9	0	7.59	1
F20C5.3	0	2.7	1
F20C5.6	0	4.84	1
F20D1.1	0	6.91	1
F20D1.3	0	7.46	1
F20D1.9	0	4.15	1
F20D12.2	0	8.16	1
F20D6.11	0	6.28	1
F20G2.2	0	4.71	1
F20H11.1	0	7.06	1
F21A10.2	0	6.77	1
F21A3.5	0	5.7	1
F21C10.10	0	4.31	1
F21D5.1	0	9.24	1
F21D5.2	0	8.97	1
F21D5.4	0	4.4	1
F21D5.5	0	6.31	1
F21D5.6	0	7.7	1
F21D5.7	0	8.41	1
F21D5.8	0	2.76	1
F21F3.4	0	3.75	1
F21F3.6	0	8.47	1
F21F3.7	0	6.77	1
F21F8.11	0	2.7	1
F21G4.4	0	5.6	1
F21G4.6	0	3.05	1
F21H12.1	0	7.66	1
F21H12.6	0	8.66	1
F22B3.4	0	5.6	1
F22B5.10	0	7.9	1
F22B7.9	0	5.91	1
F22B8.7	0	4.34	1
F22D3.2	0	6.73	1
F22D6.2	0	9.24	1
F22D6.9	0	6.45	1
F22E5.1	0	5.78	1
F22E5.17	0	8.61	1
F22E5.20	0	2.7	1
F22E5.9	0	4.63	1
F22F7.1	0	6.97	1
F22G12.4	0	5.62	1
F22G12.5	0	4.73	1
F23A7.4	0	7.61	1
F23A7.8	0	8.17	1
F23B12.5	0	8.79	1
F23B12.7	0	8.7	1
F23C8.5	0	6.26	1
F23C8.6	0	6.75	1
F23C8.9	0	6.31	1
F23D12.2	0	6.86	1
F23F1.10	0	4.7	1
F23F1.5	0	7.61	1
F23F1.7	0	2.7	1
F23F1.9	0	7.5	1
F23H11.2	0	7.67	1
F23H11.3	0	7.88	1
F23H11.4	0	6.76	1
F23H11.5	0	6.3	1
F25B3.6	0	9.12	1
F25B4.1	0	5.92	1
F25B4.2	0	7.92	1
F25B4.5	0	7.92	1
F25B4.7	0	7.88	1
F25B5.2	0	7.02	1
F25B5.3	0	8.4	1
F25B5.5	0	4.54	1
F25B5.6	0	9.08	1
F25D7.4	0	6.08	1
F25E5.1	0	6.9	1
F25E5.5	0	3.39	1
F25G6.8	0	6.71	1
F25G6.9	0	8.23	1
F25H2.12	0	6.06	1
F25H2.2	0	6.08	1
F25H2.4	0	6.72	1
F25H2.5	0	10.4	1
F25H2.6	0	8.42	1
F25H2.7	0	5.28	1
F25H5.5	0	8.14	1
F25H5.6	0	5.22	1
F25H8.1	0	8.96	1
F25H8.2	0	8.33	1
F25H9.2	0	5.8	1
F25H9.6	0	6.71	1
F25H9.7	0	4.33	1
F26A1.1	0	7.59	1
F26A1.13	0	4.94	1
F26A3.1	0	5.84	1
F26A3.7	0	6.08	1
F26B1.2	0	9.71	1
F26E4.12	0	5.51	1
F26E4.4	0	8.78	1
F26E4.6	0	6.3	1
F26F2.7	0	6.31	1
F26F4.12	0	5.77	1
F26F4.5	0	8.1	1
F26F4.6	0	7	1
F26F4.9	0	7.19	1
F26G1.1	0	8.11	1
F26G5.1	0	7.55	1
F26H11.4	0	3.34	1
F26H11.6	0	6.97	1
F26H9.2	0	7.43	1
F26H9.4	0	4.57	1
F26H9.5	0	5.2	1
F27B3.7	0	4.54	1
F27C1.2	0	7.19	1
F27C1.4	0	3.91	1
F27C1.6	0	8.15	1
F27C8.6	0	10.4	1
F27D4.1	0	7.5	1
F27D4.4	0	8.34	1
F27D4.6	0	4.15	1
F27D4.8	0	4.89	1
F28B3.10	0	2.63	1
F28B3.4	0	5.28	1
F28B3.5	0	9.15	1
F28B3.6	0	5.25	1
F28C1.1	0	6.84	1
F28C1.3	0	6.52	1
F28C10.3	0	6.22	1
F28C6.1	0	5.56	1
F28C6.2	0	6.86	1
F28C6.4	0	6.09	1
F28C6.8	0	6.91	1
F28D1.1	0	7.44	1
F28D1.2	0	5.26	1
F28F8.5	0	6.2	1
F28F8.9	0	4.04	1
F28H1.1	0	3.54	1
F28H6.4	0	6.5	1
F28H6.6	0	5.22	1
F28H7.4	0	2.83	1
F29A7.6	0	3.38	1
F29B9.10	0	3.08	1
F29B9.11	0	4.87	1
F29B9.2	0	8.24	1
F29C12.4	0	7.85	1
F29C4.2	0	5.39	1
F29C4.7	0	8.1	1
F29G9.2	0	8.95	1
F30A10.1	0	5.26	1
F30A10.15	0	3.47	1
F30A10.3	0	7.75	1
F30A10.9	0	4.53	1
F30B5.4	0	7.64	1
F30F8.1	0	9.42	1
F30F8.10	0	3.21	1
F30F8.3	0	8.28	1
F30F8.5	0	5.78	1
F30F8.9	0	6.85	1
F31A3.5	0	5.96	1
F31C3.2	0	7.89	1
F31C3.3	0	7.41	1
F31C3.4	0	7.92	1
F31D4.2	0	5.51	1
F31D4.9	0	3.75	1
F31E3.4	0	7.62	1
F31F6.1	0	3.21	1
F31F6.2	0	6.23	1
F32A11.1	0	7.11	1
F32A5.8	0	3.62	1
F32A5.9	0	3.11	1
F32A7.4	0	8.74	1
F32A7.5	0	2.89	1
F32B6.2	0	8.37	1
F32B6.3	0	6.85	1
F32B6.9	0	4.68	1
F32D1.2	0	4.84	1
F32D1.5	0	9.08	1
F32D1.6	0	6.58	1
F32D1.7	0	8.07	1
F32D8.12	0	5.46	1
F32D8.14	0	8.86	1
F32D8.4	0	4.99	1
F32D8.5	0	7.84	1
F32E10.2	0	6.43	1
F32E10.5	0	5.06	1
F32E10.6	0	8.53	1
F32E10.9	0	2.7	1
F32H2.10	0	5.07	1
F33A8.10	0	3.23	1
F33A8.4	0	7.65	1
F33D11.10	0	8.68	1
F33D11.12	0	7.37	1
F33D11.9	0	8.08	1
